let_mev_cm2_mg,initial_state,case_id,run_id,time_s,vce_v,ic_a_um,tmax_k,tpre_k,delta_t_k,power_w_um,source_path,source_sha256,source_row
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,9.94e-11,2500.0,9.65065046303e-05,300.039621603,300.000220981,0.03940062200001648,0.24126626157575,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,28
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,9.96e-11,2500.0,0.000103519869794,300.041881135,300.000220981,0.041660153999998784,0.258799674485,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,29
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,9.98e-11,2500.0,0.000109409288051,300.043980005,300.000220981,0.043759023999996316,0.2735232201275,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,30
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1e-10,2500.0,0.000113589565856,300.045830186,300.000220981,0.045609205000005204,0.28397391464,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,31
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.002e-10,2500.0,0.00011531490269,300.047363824,300.000220981,0.047142843000017365,0.288287256725,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,32
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.004e-10,2500.0,0.000113682621371,300.048536572,300.000220981,0.04831559100000504,0.2842065534275,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,33
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.006e-10,2500.0,0.000107742866645,300.049341421,300.000220981,0.049120440000024246,0.2693571666125,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,34
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.008e-10,2500.0,9.68478706033e-05,300.049816035,300.000220981,0.049595054000008076,0.24211967650825,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,35
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.01e-10,2500.0,8.13134286993e-05,300.050034351,300.000220981,0.04981337000003805,0.20328357174825,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,36
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.012e-10,2500.0,6.30222761714e-05,300.050082523,300.000220981,0.04986154200003057,0.1575556904285,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,37
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.014e-10,2500.0,4.5052489363e-05,300.050033687,300.000220981,0.04981270600001153,0.11263122340750001,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,38
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.016e-10,2500.0,3.0118912723e-05,300.049936363,300.000220981,0.04971538199998804,0.07529728180749999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,39
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.018e-10,2500.0,1.93016657146e-05,300.049817162,300.000220981,0.04959618100002672,0.0482541642865,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,40
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.02e-10,2500.0,1.21983592159e-05,300.049688871,300.000220981,0.04946789000001672,0.030495898039750002,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,41
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.022e-10,2500.0,7.81258424609e-06,300.049557186,300.000220981,0.04933620500003144,0.019531460615225,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,42
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.0248e-10,2500.0,4.68087599681e-06,300.049371615,300.000220981,0.04915063400000008,0.011702189992025,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,43
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.02872e-10,2500.0,2.83658953841e-06,300.049113872,300.000220981,0.0488928910000368,0.007091473846025,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,44
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.034208e-10,2500.0,1.93838206916e-06,300.048759819,300.000220981,0.04853883800001313,0.0048459551729,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,45
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.0418912e-10,2500.0,1.55693440681e-06,300.048278423,300.000220981,0.04805744200001527,0.003892336017025,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,46
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.05264768e-10,2500.0,1.39574367413e-06,300.047631425,300.000220981,0.04741044400003602,0.0034893591853249997,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,47
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.067706752e-10,2500.0,1.31233247795e-06,300.046774249,300.000220981,0.04655326800002513,0.003280831194875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,48
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.0887894528e-10,2500.0,1.25116251113e-06,300.045658871,300.000220981,0.04543789000001652,0.0031279062778249997,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,49
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.11830523392e-10,2500.0,1.19993218102e-06,300.044239321,300.000220981,0.04401834000003646,0.0029998304525500003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,50
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.15962732749e-10,2500.0,1.15896934689e-06,300.048924466,300.000220981,0.04870348500003274,0.002897423367225,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,51
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.21747825848e-10,2500.0,1.12761884925e-06,300.061181585,300.000220981,0.060960604000001695,0.002819047123125,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,52
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.29846956188e-10,2500.0,1.10975103166e-06,300.072575207,300.000220981,0.07235422600001584,0.00277437757915,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,53
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.41185738663e-10,2500.0,1.10803840838e-06,300.078924899,300.000220981,0.07870391800003063,0.00277009602095,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,54
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.57060034128e-10,2500.0,1.11212606704e-06,300.0779855,300.000220981,0.07776451900002712,0.0027803151676,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,55
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.79284047779e-10,2500.0,1.110252868e-06,300.07076631,300.000220981,0.07054532900002641,0.00277563217,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,56
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,2.1039766689e-10,2500.0,1.10533838353e-06,300.060361015,300.000220981,0.06014003400002821,0.002763345958825,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,57
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,2.53956733647e-10,2500.0,1.10377064434e-06,300.049795214,300.000220981,0.04957423300004393,0.00275942661085,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,58
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,3.14939427105e-10,2500.0,1.10695333097e-06,300.040508598,300.000220981,0.04028761699998995,0.002767383327425,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,59
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,4e-10,2500.0,1.12008508455e-06,300.032805529,300.000220981,0.032584547999988445,0.002800212711375,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,60
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,4.1e-10,2500.0,1.12138769568e-06,300.031972078,300.000220981,0.03175109700003986,0.0028034692392000004,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,61
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,4.24e-10,2500.0,1.12348345596e-06,300.030908189,300.000220981,0.030687208000017563,0.0028087086398999998,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,62
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,4.436e-10,2500.0,1.12687933299e-06,300.029583547,300.000220981,0.02936256600003162,0.002817198332475,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,63
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,4.7104e-10,2500.0,1.13218280978e-06,300.027985519,300.000220981,0.027764538000042194,0.00283045702445,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,64
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,5.09456e-10,2500.0,1.14029405539e-06,300.026238945,300.000220981,0.026017964000004667,0.002850735138475,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,65
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,5.632384e-10,2500.0,1.15255577747e-06,300.024325715,300.000220981,0.024104733999990913,0.0028813894436749998,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,66
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,6.3853376e-10,2500.0,1.17101339873e-06,300.022471891,300.000220981,0.022250910000025215,0.0029275334968250004,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,67
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,7.43947264e-10,2500.0,1.19898001027e-06,300.020300932,300.000220981,0.020079951000013807,0.002997450025675,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,68
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,8.915261696e-10,2500.0,1.24237112181e-06,300.017848567,300.000220981,0.017627586000003248,0.0031059278045249997,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,69
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.09813663744e-09,2500.0,1.31213885693e-06,300.017505224,300.000220981,0.017284243000005972,0.003280347142325,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,70
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.38739129242e-09,2500.0,1.42609958378e-06,300.017015672,300.000220981,0.016794691000029616,0.0035652489594500004,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,71
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.79234780938e-09,2500.0,1.61185493145e-06,300.01603941,300.000220981,0.01581842900003494,0.0040296373286250005,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,72
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,2.35928693314e-09,2500.0,1.90047158746e-06,300.014589386,300.000220981,0.014368405000027451,0.0047511789686500005,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,73
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,3.15300170639e-09,2500.0,2.29643006475e-06,300.012795573,300.000220981,0.012574592000021312,0.005741075161875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,74
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,4.26420238895e-09,2500.0,2.84876848635e-06,300.010802949,300.000220981,0.010581967999996778,0.007121921215875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,75
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,5.81988334452e-09,2500.0,3.84058296904e-06,300.017585878,300.000220981,0.017364896999993107,0.0096014574226,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,76
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,7.99783668233e-09,2500.0,5.88205617336e-06,300.029431704,300.000220981,0.0292107230000056,0.0147051404334,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,77
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1e-08,2500.0,8.35931574058e-06,300.047694981,300.000220981,0.04747400000002244,0.02089828935145,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,78
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.001e-08,2500.0,8.37142311076e-06,300.047788062,300.000220981,0.04756708100001106,0.0209285577769,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,79
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.0024e-08,2500.0,8.38850468188e-06,300.047918652,300.000220981,0.04769767100003719,0.0209712617047,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,80
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.00436e-08,2500.0,8.41249998463e-06,300.04810202,300.000220981,0.04788103900000351,0.021031249961575002,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,81
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.007104e-08,2500.0,8.44621872599e-06,300.048360444,300.000220981,0.048139463000040905,0.021115546814975,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,82
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.0109456e-08,2500.0,8.49365654716e-06,300.04872478,300.000220981,0.048503799000002346,0.0212341413679,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,83
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.01632384e-08,2500.0,8.56050397945e-06,300.049239042,300.000220981,0.04901806100002659,0.021401259948625,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,84
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.023853376e-08,2500.0,8.65490005283e-06,300.049967287,300.000220981,0.04974630600003138,0.021637250132075,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,85
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.0343947264e-08,2500.0,8.78856233355e-06,300.051003217,300.000220981,0.050782236000031844,0.021971405833875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,86
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.04915261696e-08,2500.0,8.97852582141e-06,300.05248627,300.000220981,0.05226528899999039,0.022446314553525,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,87
1.5,cold300,A01_v2500_let1p5_y3p5_cold300,A01_v2500_let1p5_y3p5_cold300__transient_to60_affinity_retry1__20260713T110749706Z__33338186,1.06981366374e-08,2500.0,9.24997096725e-06,300.054635962,300.000220981,0.05441498100003628,0.023124927418125,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let1p5_cold300_raw.csv,9e40b121e1cbac6529372d6a2285717629f78b3eb5c93b6cced1e6c5cb68803c,88
